"ID","RUT_EMPRESA_O_PRODUCTOR_MINERO","NOMBRE_EMPRESA_O_PRODUCTOR_MINERO","NOMBRE_FAENA","NOMBRE_INSTALACION","TIPO_DEPOSITO","RECURSO","TIPO_MINERIA","CANTIDAD_MUROS__CONTENCION_","CUT_REG","CUT_PROV","CUT_COM","REGION","PROVINCIA","COMUNA","UTM_NORTE","UTM_ESTE","DATUM","HUSO","LATITUD","LONGITUD","ESTADO_INSTALACION","METODO_CONSTRUCTIVO_MURO","VOL_AUTORIZADO","VOL_ACTUAL","TONELAJE_AUTORIZADO","TONELAJE_ACTUAL","RES_APRUEBA","FECHA_RES_APRUEBA","RES_PDC_APRUEBA","FECHA_RES_PDC","Shape_Length","Shape_Area"
"0094-2N","86542100-1","MINERA SPENCE","SPENCE","SPENCE","TRANQUE DE RELAVE","COBRE","METÁLICO","7","2","21","2103","Antofagasta","Antofagasta","Sierra Gorda","74839073442","4674778215","WGS84","19S","-227519207111954","-693167696802857","ACTIVO","AGUAS ABAJO","504700000","73431276","681300000","99132223","1293","5/11/2018","","","188453540467235","70341395362291"
"0096-3N","8226558-9","MIGUEL DAY","PLANTA DAY","DAY 2","TRANQUE DE RELAVE","ORO","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69695077537","3673830504","WGS84","19S","-273913135640964","-703412626925369","ACTIVO","AGUAS ABAJO","36492","68106","54739","102780","828","8/9/1984","","","399035420133535","701823789642059"
"0099-3N","10505201-4","JUAN ZUÑIGA VALENZUELA ","PLANTA SANTA LAURA","TRANQUE DE RELAVE","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69655931329","3698785345","WGS84","19S","-274268860000027","-703164480359305","ACTIVO","","31200","24137","46800","36206","1767","9/29/2000","251","5/19/2017","276054612764359","558280509863383"
"0100-3N","8122622-9","LUIS CORTES JARA","PLANTA MARIA ISABEL","TRANQUE DE RELAVE","TRANQUE DE RELAVE","HIERRO","METÁLICO","1","3","31","3103","Atacama","Copiapó","Tierra Amarilla","69644704506","374351122","WGS84","19S","-274374390778208","-702713238505027","INACTIVO","","49000","","73500","2180","702","7/15/1986","416","11/6/2015","44800274109655","908980682494913"
"0104-3N","5877510-K","PEDRO JESUS CASTILLO VEGA","PLANTA RAPELINA","RAPELINA","EMBALSE","ORO","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","6969357021","3673056704","WGS84","19S","-273926664924174","-703420615532386","ACTIVO","","37461","15100","56192","4520","190","2/4/1986","659","12/30/2016","330826932796771","675781467115904"
"0105-3N","76579210-K","SOC. CONTRACTUAL MINERA ALIANZA","PLANTA VIÑITA AZUL ","TRANQUE 1","TRANQUE DE RELAVE","ORO","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69667718386","3697487863","WGS84","19S","-274162350071985","-70317634133558","INACTIVO","AGUAS ARRIBA","4800","","7200","","521","5/19/1986","","","204901193007221","30072070222746"
"0106-3N","76579210-K","SOC. CONTRACTUAL MINERA ALIANZA","PLANTA VIÑITA AZUL","TRANQUE 2","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69666576178","3695329228","WGS84","19S","-274172452730571","-703198296161068","INACTIVO","EJE CENTRAL","268920","227264","403380","340897","30","1/8/1985","345","4/30/2014","107644525006296","740603126486206"
"0117-3N","76313270-6","INVERSIONES NUTRAM S.A.","PLANTA COBRE NORTE","COBRE NORTE","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","33","3301","Atacama","Huasco","Vallenar","68408437919","3300666403","WGS84","19S","-285481386077935","-707370500772125","ACTIVO","AGUAS ABAJO","439215","603854","672000","1545563","763","9/8/2008","147","3/11/2016","117817223886196","101893057798017"
"0127-3N","76845300-4","INVERSIONES E INMOBILARIA COYANCURA LTDA","PLANTA COYANCURA","AMOLANAS I","EMBALSE","COBRE","METÁLICO","1","3","31","3103","Atacama","Copiapó","Tierra Amarilla","68945795199","3982248261","WGS84","19S","-280702790457327","-700357566847602","INACTIVO","","42375","73718","67800","110578","190","3/12/2014","232","5/10/2016","74933104073615","256047635361211"
"0129-3N","77134510-7","SCM  ATACAMA KOZAN","KOZAN","EL GATO","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69712539852","3747957691","WGS84","19S","-273762528344425","-702661276366533","INACTIVO","AGUAS ABAJO","14200000","14162908","21300000","21244362","218","5/17/2013","2498","10/6/2015","386504742239967","549558280248956"
"0132-3N","77268230-1","SLM NENITA PRIMERA","PLANTA NENITA I","EMBALSE","EMBALSE","ORO","METÁLICO","1","3","32","3202","Atacama","Chañaral","Diego de Almagro","70409000024","4103362954","WGS84","19S","-267503292775552","-699017243890047","ACTIVO","","18000","19932","27000","29898","444","2/10/1999","","","45091349753739","123612877945337"
"0140-3N","79664570-9","SOC. MINERA CANDELARIA","PLANTA CORONA","CORONA","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69695343833","3678128483","WGS84","19S","-273911149337763","-703369138676889","INACTIVO","EJE CENTRAL","31733","28408","47600","42613","571","6/2/1986","","","353963733439968","842432842429318"
"0141-3N","76353771-4","MINE TRADE SPA","PLANTA PUERTO RICO","PUERTO RICO 0-1-2","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","6969678096","3672203869","WGS84","19S","-273897602979675","-703428888985387","INACTIVO","EJE CENTRAL","46800","","70200","","1275","10/23/1992","271","6/2/2016","450640997995869","123957902181386"
"0142-3N","79973750-7","MINEX S.A.","PLANTA SAN EDUARDO","DEPOSITO 1","EMBALSE","COBRE","METÁLICO","0","3","31","3101","Atacama","Copiapó","Copiapó","69669535976","3659625638","WGS84","19S","-274142273562852","-703559073267889","INACTIVO","EXCAVACION TERRENO","4062","2084","5100","3126","124","3/20/2015","","","14626241351305","124577738992374"
"0148-3N","81490200-5","CIA. MINERA FALDA VERDE","PLANTA FALDA VERDE","FALDA VERDE","EMBALSE","COBRE","METÁLICO","1","3","32","3201","Atacama","Chañaral","Chañaral","70878267748","3397488495","WGS84","19S","-263204959530994","-706055213505637","INACTIVO","","333334","","500000","","2417","8/11/2011","","","915251525501302","495316879780666"
"0151-3N","79664330-7","GRUPO MINERO CAROLA COEMIN","PLANTA CERRILLOS","TRANQUE DE RELAVE 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3103","Atacama","Copiapó","Tierra Amarilla","69505137412","3772770455","WGS84","19S","-2756367671037","-702431396201209","ACTIVO","AGUAS ABAJO","3027649","1858469","4541474","2847539","577","5/20/1996","4","1/2/2013","350230907033664","486615875461006"
"0154-3N","83714300-4","CIA. EXPLORACION DE MINAS SAN ANDRES","PLANTA ELISA DE BORDOS","ELISA DE BORDOS 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3103","Atacama","Copiapó","Tierra Amarilla","69333765017","3827823086","WGS84","19S","-27718842068761","-701890545682009","INACTIVO","AGUAS ARRIBA","900000","","1350000","","205","2/18/1985","","","12355216770485","824373508100672"
"0157-3N","85272800-0","CIA. CONTRACTUAL MINERA CANDELARIA","CANDELARIA","CANDELARIA","TRANQUE DE RELAVE","COBRE","METÁLICO","3","3","31","3103","Atacama","Copiapó","Tierra Amarilla","69568270356","370484438","WGS84","19S","-275060632295066","-703112554832461","INACTIVO","AGUAS ABAJO","375707862","367279997","563561793","550919996","771","4/13/2016","291","3/3/2009","119669798967128","475132895114862"
"0179-3N","4768594-K","EXEQUIEL BUGUEÑO","SANTA ROSA","SANTA ROSA 1","EMBALSE","ORO","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69654261079","3702334665","WGS84","19S","-274284273749047","-703128757643278","ACTIVO","","15772","","23658","","","","","","43649493426107","977765195087613"
"0196-3N","sin rut conocido","SCM ZEPOLAC","PLANTA DON LUIS","DON LUIS 2","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3103","Atacama","Copiapó","Tierra Amarilla","69593029558","3725706353","WGS84","19S","-274839138671811","-70289878035627","INACTIVO","AGUAS ARRIBA","10000","","15000","","566","6/2/1986","","","846703064839144","212302169839096"
"0197-3N","sin rut conocido","VICTOR JENSEN","PLANTA LA FLORIDA","LA FLORIDA 1","TRANQUE DE RELAVE","ORO","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69656880675","3750590082","WGS84","19S","-274265142233386","-70264037615937","INACTIVO","AGUAS ARRIBA","3000","","4500","","567","6/2/1986","","","424578498104077","113931157696657"
"0199-3N","76309389-1","ACIBOL SpA","PLANTA IRMITA","EMBALSE DE RELAVES","EMBALSE","COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69680000265","3663020182","WGS84","19S","-274048161142602","-703523592071343","INACTIVO","","280495","212437","420743","318656","349","7/25/2013","","","321435407049132","637427363865965"
"0202-3N","8993045-6","NATIMAN FLORES DIAZ","PLANTA OJOS DE AGUA","OJOS DE AGUA","EMBALSE","ORO","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69675714213","3663085979","WGS84","19S","-274086851556107","-703523397678212","ACTIVO","NO APLICA","16667","","25000","8340","443","4/29/1997","316","4/25/2014","35657823725974","861030286675797"
"0203-3N","94638000-8","CIA. MINERA DEL PACIFICO","CERRO NEGRO NORTE","CERRO NEGRO NORTE","ESPESADO","HIERRO","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69986909984","3649096001","WGS84","19S","-27127671919077","-703630570704192","ACTIVO","NO APLICA","61000000","17023480","110000000","30642264","2856","11/9/2017","1932","7/30/2015","572455677827814","20660463150382"
"0205-4N","94638000-8","CIA. MINERA DEL PACIFICO","FAENAS EL ROMERAL","EL ROMERAL","EMBALSE","HIERRO","METÁLICO","1","4","41","4101","Coquimbo","Elqui","La Serena","67095400516","2850317445","WGS84","19S","-297257057683363","-712224859376893","INACTIVO","","7700000","","11550000","","833","11/28/1994","1879","10/5/2009","205009897372123","235805143961364"
"0207-3N","96561560-1","SOC. PUNTA DEL COBRE S.A.","PLANTA SAN JOSE","LAS CRUCES","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69629709734","3689649215","WGS84","19S","-274504649796096","-703259720152912","ACTIVO","EJE CENTRAL","53533333","46724602","80300000","77095593","952","4/4/2018","384","4/16/2007","562396740250118","173308884201251"
"0211-3N","99531960-8","MINERA LUMINA COPPER CHILE LTDA.","CASERONES","ARENAS EL TAMBO","TRANQUE DE RELAVE","COBRE","METÁLICO","0","3","31","3103","Atacama","Copiapó","Tierra Amarilla","68816704034","4456729048","WGS84","19S","-281896000729189","-695535067166275","ACTIVO","NO APLICA","380000000","18071705","570000000","62853799","3370","11/2/2011","306","2/6/2012","593936604579656","84963923305018"
"0220-3N","sin rut conocido","HERNAN SOLIS","PLANTA SOLIS","SOLIS 1","TRANQUE DE RELAVE","ORO","METÁLICO","1","3","33","3301","Atacama","Huasco","Vallenar","68403453542","3275458099","WGS84","19S","-285523035829214","-707628828449842","INACTIVO","AGUAS ARRIBA","2000","","3000","","","","","","351570318213695","687909052609841"
"0223-3N","sin rut conocido","MARTIN HERNANDEZ","PLANTA HERNANDEZ","TRANQUE DE RELAVE","ACOPIO","COBRE","METÁLICO","","3","32","3202","Atacama","Chañaral","Diego de Almagro","70402658126","4093054526","WGS84","19S","-267559882846674","-699121359587699","INACTIVO","NO APLICA","8047","","12071","","568","6/2/1986","","","313159199175284","504405870271727"
"0232-3N","sin rut conocido","CIA. MINERA HORUS","PLANTA LA PEPA","LA PEPA 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3103","Atacama","Copiapó","Tierra Amarilla","69846987722","4712429019","WGS84","19S","-272603129842403","-692905169398635","INACTIVO","EJE CENTRAL","290000","","435000","","1090","11/14/1989","","","131977117751962","63194696901092"
"0234-3N","sin rut conocido","CIA. MINERA SAN ESTEBAN","PLANTA SAN ESTEBAN","SAN ESTEBAN 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","31","3101","Atacama","Copiapó","Copiapó","69691326379","370243147","WGS84","19S","-27394974320893","-703123824167464","INACTIVO","","67200","","100800","","","","","","287232278583433","519825982306918"
"0242-3N","sin rut conocido","OSCAR ROJAS GARIN","PLANTA GOLD SILVER","GOLD SILVER","TRANQUE DE RELAVE","ORO","METÁLICO","1","3","32","3202","Atacama","Chañaral","Diego de Almagro","70404659164","4096492372","WGS84","19S","-267542039971053","-699086644205236","INACTIVO","EJE CENTRAL","9600","","14400","","776","8/20/1985","","","435981430268216","105802388517672"
"0251-3N","sin rut conocido","CESAR FLORES","BOQUERON CHAÑAR","TRANQUE DE RELAVE","TRANQUE DE RELAVE","COBRE","METÁLICO","1","3","33","3301","Atacama","Huasco","Vallenar","68948791574","3337324954","WGS84","19S","-280610556749333","-706918584623293","ACTIVO","AGUAS ARRIBA","68600","","89000","","","","","","154949692712321","118638220575104"
"0258-3N","77202800-8","CIA. MINERA POTRERILLOS","DIEGO DE ALMEYDA","DEPOSITO RELAVE FILTRADO","FILTRADO","COBRE","METÁLICO","0","3","32","3202","Atacama","Chañaral","Diego de Almagro","70842642586","3991381561","WGS84","19S","-263580868173329","-700108882013595","ACTIVO","NO APLICA","570000","140958","1117200","276278","2414","10/3/2017","","","120927159097458","673031491505186"
"0260-3N","76101725-K","MINERA GOLD FIELDS SALARAES NORTE SpA","SALARES NORTE","SALARES NORTE","FILTRADO","COBRE","METÁLICO","0","3","32","3202","Atacama","Chañaral","Diego de Almagro","71224899427","5123266748","WGS84","19S","-260164379948156","-688768118255196","ACTIVO","NO APLICA","14800000","","22200000","","797","4/4/2020","","","210605705207108","240438655473887"
"0282-4N","85758600-K","COMPAÑIA MINERA ZALDIVAR LTDA.","FAENA EL INDIO","PASTOS LARGOS","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4106","Coquimbo","Elqui","Vicuña","67035923728","4033025957","WGS84","19S","-297942603891366","-700005058431054","INACTIVO","AGUAS ABAJO","3200000","","4800000","","","","3491","11/10/2003","213083066737863","853488657058178"
"0288-4N","85871200-9","CIA. MINERA ARENILLAS (BELTRAN AMENABAR)","PLANTA PALMIRA","PALMIRA 1","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","41","4103","Coquimbo","Elqui","Andacollo","66544557622","2996780769","WGS84","19S","-302249495364842","-71081484322314","INACTIVO","AGUAS ARRIBA","480000","","720000","","","","","","362687318826034","648522591116665"
"0303-4N","7952388-7","ALEJANDRO BOU BOU","PLANTA ROSARIO DE COGOTI","ROSARIO 1","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","43","4302","Coquimbo","Limarí","Combarbalá","65582015021","3169190491","WGS84","19S","-310957564642711","-709195116887587","INACTIVO","","2400","","3600","","","","","","332918446975011","461986223729125"
"0367-4N","96571770-6","COMPAÑIA MINERA FLORIDA S.A.","FAENA TAMBILLOS","TRANQUE DE RELAVE 3","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4102","Coquimbo","Elqui","Coquimbo","6656751648","2839965613","WGS84","19S","-302015581962963","-712438551870777","INACTIVO","AGUAS ARRIBA","171114","","256671","","184","9/10/2002","","","685659899389184","295426940835101"
"0383-4N","77603897-0","GESTIONES E INVERSIONES SAN FRANCISCO SPA","FAENA BLANCA AURORA","TRANQUE DE RELAVES PLANTA BLANCA AURORA","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4104","Coquimbo","Elqui","La Higuera","67490198678","2960614504","WGS84","19S","-293714979511338","-711011380860683","ACTIVO","AGUAS ABAJO","78431","","120000","","727","12/23/2024","","","399820804119517","100944228847287"
"0399-4N","77390538-K","LA HIGUERA MINERALS SPA","PROFESOR ALDO LETTURA","ALDO LETTURA","EMBALSE","COBRE","METÁLICO","1","4","41","4104","Coquimbo","Elqui","La Higuera","67521526161","2914767618","WGS84","19S","-293424908738814","-711477529060175","INACTIVO","EXCAVACION TERRENO","33500","","73700","","1261","8/22/2016","","","354372578236149","81594049275619"
"0412-4N","78801520-8","CIA. MINERA SAN GERONIMO","TALCUNA","SOCORRO 5","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4106","Coquimbo","Elqui","Vicuña","66920359282","3168529685","WGS84","19S","-298887058696874","-708966375259864","INACTIVO","EJE CENTRAL","274332","","411498","","2169","10/6/2004","1530","5/15/2015","834696236471748","440160201207749"
"0420-4N","76480648-4","INVERSIONES TRES PLUMAS LTDA","PAJONALES","PAJONALES","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","41","4101","Coquimbo","Elqui","La Serena","66853132734","2941768665","WGS84","19S","-299457501278595","-711326310960813","INACTIVO","AGUAS ARRIBA","132000","","198000","","150","2/1/1985","","","655302032618409","278140647959412"
"0422-4N","79721970-3","MINERA DON ALBERTO","FAENA LAS VACAS","LAS VACAS 1","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","42","4203","Coquimbo","Choapa","Los Vilos","64718762259","2805117204","WGS84","19S","-31867748410164","-713201181306847","INACTIVO","AGUAS ABAJO","262500","","380625","","652","8/28/1995","","","88660727854416","520650923642659"
"0438-4N","6894258-6","IVAN ALFREDO TELLO ANDRADE","PLANTA IVAN TELLO ANDRADE","TRANQUE 1","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","43","4301","Coquimbo","Limarí","Ovalle","65784335347","2444108761","WGS84","19S","-308998438855622","-716740239964328","INACTIVO","EJE CENTRAL","35000","","52500","","","","","","258700551590946","31733205661725"
"0445-4N","76043773-5","SCM VENTANA MINERALS ","FAENA TRIMINERALS  EX LA COLONIA","EX LA COLONIA 1","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65033600578","2991205795","WGS84","19S","-315873267602143","-711170659442476","INACTIVO","AGUAS ARRIBA","4100","","6150","","180","2/5/1988","","","248973844146555","435277698385119"
"0449-4N","14575855-6","JUAN POLO DABED","FAENA TUNQUEN","TUNQUEN","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","6515399928","3014084471","WGS84","19S","-314791671185706","-710905468446181","ACTIVO","","1641600","35681","2462400","70971","1177","4/2/2003","","","946187930111666","356923125766985"
"0452-4N","77294324-5","MINERA BMR SPA","ALTOS DE PUNITAQUI","TAMAYA (EX LOS MANTOS 1-2)","TRANQUE DE RELAVE","COBRE","METÁLICO","1","4","43","4304","Coquimbo","Limarí","Punitaqui","65838025327","2864994508","WGS84","19S","-308597861240936","-712328720235967","INACTIVO","EJE CENTRAL","3157334","3021682","4736000","4532523","639","7/25/2008","2122","8/21/2015","112382425263383","8696426326544"
"0468-4N","79516980-6","CIA. MINERA PORTEZUELO","PLANTA PORTEZUELO","PORTEZUELO 1","TRANQUE DE RELAVE","ORO","METÁLICO","1","4","42","4201","Coquimbo","Choapa","Illapel","65021707571","2983256782","WGS84","19S","-315979106386524","-711256820779676","INACTIVO","AGUAS ARRIBA","46186","","69279","","411","4/10/1984","3313","10/13/2003","431716006767231","119436620998393"
